date,market,channel,impressions,clicks,spend_vnd,installs,bookings
2026-03-26,TP.HCM,Facebook Ads,44519,663,2838502,130,45
2026-03-26,TP.HCM,TikTok Ads,37898,696,2249736,80,17
2026-03-26,TP.HCM,Google Ads,24558,1085,7074492,345,192
2026-03-26,TP.HCM,Zalo Ads,17987,453,1527711,76,27
2026-03-26,Hà Nội,Facebook Ads,34777,467,1996519,65,26
2026-03-26,Hà Nội,TikTok Ads,29469,656,2313363,60,11
2026-03-26,Hà Nội,Google Ads,19120,711,4367095,165,68
2026-03-26,Hà Nội,Zalo Ads,13652,352,959099,50,19
2026-03-26,Đà Nẵng,Facebook Ads,12389,153,579094,19,4
2026-03-26,Đà Nẵng,TikTok Ads,10527,233,627046,19,7
2026-03-26,Đà Nẵng,Google Ads,6885,306,1469715,70,32
2026-03-26,Đà Nẵng,Zalo Ads,5020,109,228136,16,3
2026-03-26,Cần Thơ,Facebook Ads,8370,106,324937,12,3
2026-03-26,Cần Thơ,TikTok Ads,7272,174,498197,17,3
2026-03-26,Cần Thơ,Google Ads,4660,213,815184,50,13
2026-03-26,Cần Thơ,Zalo Ads,3457,73,162883,12,3
2026-03-27,TP.HCM,Facebook Ads,44437,581,2737241,88,28
2026-03-27,TP.HCM,TikTok Ads,37851,784,2693735,98,22
2026-03-27,TP.HCM,Google Ads,24632,1078,7488032,212,104
2026-03-27,TP.HCM,Zalo Ads,17816,365,1110676,55,24
2026-03-27,Hà Nội,Facebook Ads,34738,464,1553194,55,19
2026-03-27,Hà Nội,TikTok Ads,29808,589,1998706,97,27
2026-03-27,Hà Nội,Google Ads,19283,827,4983362,189,60
2026-03-27,Hà Nội,Zalo Ads,13817,271,794877,38,12
2026-03-27,Đà Nẵng,Facebook Ads,12452,158,532189,20,6
2026-03-27,Đà Nẵng,TikTok Ads,10431,235,630407,26,6
2026-03-27,Đà Nẵng,Google Ads,6917,206,945091,40,24
2026-03-27,Đà Nẵng,Zalo Ads,5010,99,248171,7,4
2026-03-27,Cần Thơ,Facebook Ads,8509,97,311870,17,8
2026-03-27,Cần Thơ,TikTok Ads,7227,147,375809,10,1
2026-03-27,Cần Thơ,Google Ads,4546,177,880566,25,8
2026-03-27,Cần Thơ,Zalo Ads,3309,60,145609,3,0
2026-03-28,TP.HCM,Facebook Ads,40500,579,2532091,90,32
2026-03-28,TP.HCM,TikTok Ads,34157,557,1976973,85,19
2026-03-28,TP.HCM,Google Ads,22314,941,5923754,206,113
2026-03-28,TP.HCM,Zalo Ads,15835,307,869360,50,24
2026-03-28,Hà Nội,Facebook Ads,31256,424,1765457,41,10
2026-03-28,Hà Nội,TikTok Ads,26776,586,2048912,66,21
2026-03-28,Hà Nội,Google Ads,17382,699,4426499,135,60
2026-03-28,Hà Nội,Zalo Ads,12543,295,901192,49,21
2026-03-28,Đà Nẵng,Facebook Ads,11268,145,512639,25,6
2026-03-28,Đà Nẵng,TikTok Ads,9548,224,698200,20,4
2026-03-28,Đà Nẵng,Google Ads,6337,217,1041030,65,31
2026-03-28,Đà Nẵng,Zalo Ads,4670,123,291416,30,13
2026-03-28,Cần Thơ,Facebook Ads,7594,134,381669,17,6
2026-03-28,Cần Thơ,TikTok Ads,6377,122,269271,14,3
2026-03-28,Cần Thơ,Google Ads,4248,159,723299,39,17
2026-03-28,Cần Thơ,Zalo Ads,3120,78,187424,9,1
2026-03-29,TP.HCM,Facebook Ads,40317,622,2835292,112,36
2026-03-29,TP.HCM,TikTok Ads,34129,748,2756795,105,29
2026-03-29,TP.HCM,Google Ads,22066,900,5368546,223,114
2026-03-29,TP.HCM,Zalo Ads,16168,321,1055537,56,22
2026-03-29,Hà Nội,Facebook Ads,31446,424,1790059,78,32
2026-03-29,Hà Nội,TikTok Ads,26694,491,1841115,38,8
2026-03-29,Hà Nội,Google Ads,17450,673,4606237,185,99
2026-03-29,Hà Nội,Zalo Ads,12583,315,977931,26,13
2026-03-29,Đà Nẵng,Facebook Ads,11394,190,587117,31,12
2026-03-29,Đà Nẵng,TikTok Ads,9650,214,667979,21,4
2026-03-29,Đà Nẵng,Google Ads,6183,218,951493,68,23
2026-03-29,Đà Nẵng,Zalo Ads,4459,93,191895,12,6
2026-03-29,Cần Thơ,Facebook Ads,7780,128,379573,31,7
2026-03-29,Cần Thơ,TikTok Ads,6523,139,372347,14,3
2026-03-29,Cần Thơ,Google Ads,4236,162,736409,38,14
2026-03-29,Cần Thơ,Zalo Ads,3105,59,130593,11,5
2026-03-30,TP.HCM,Facebook Ads,44596,563,2424808,72,22
2026-03-30,TP.HCM,TikTok Ads,38202,664,2282820,60,19
2026-03-30,TP.HCM,Google Ads,24691,1219,7627925,282,141
2026-03-30,TP.HCM,Zalo Ads,17872,411,1267804,58,20
2026-03-30,Hà Nội,Facebook Ads,34959,511,1947670,73,23
2026-03-30,Hà Nội,TikTok Ads,29873,552,1918602,54,16
2026-03-30,Hà Nội,Google Ads,19408,985,6659407,179,57
2026-03-30,Hà Nội,Zalo Ads,14138,266,782199,40,9
2026-03-30,Đà Nẵng,Facebook Ads,12758,154,545085,21,7
2026-03-30,Đà Nẵng,TikTok Ads,10862,256,762083,31,9
2026-03-30,Đà Nẵng,Google Ads,7053,298,1695615,72,38
2026-03-30,Đà Nẵng,Zalo Ads,5062,127,329640,24,10
2026-03-30,Cần Thơ,Facebook Ads,8526,86,302303,10,2
2026-03-30,Cần Thơ,TikTok Ads,7278,147,368005,16,6
2026-03-30,Cần Thơ,Google Ads,4695,181,834618,43,21
2026-03-30,Cần Thơ,Zalo Ads,3466,85,188350,8,3
2026-03-31,TP.HCM,Facebook Ads,45112,668,2842046,84,31
2026-03-31,TP.HCM,TikTok Ads,38184,736,3123203,72,13
2026-03-31,TP.HCM,Google Ads,24792,1030,7100553,258,122
2026-03-31,TP.HCM,Zalo Ads,18070,425,1284129,68,13
2026-03-31,Hà Nội,Facebook Ads,34995,454,1988987,46,15
2026-03-31,Hà Nội,TikTok Ads,29804,567,1889007,55,22
2026-03-31,Hà Nội,Google Ads,19382,673,3117940,229,137
2026-03-31,Hà Nội,Zalo Ads,14182,319,951165,44,17
2026-03-31,Đà Nẵng,Facebook Ads,12733,141,479822,23,4
2026-03-31,Đà Nẵng,TikTok Ads,10840,182,477879,18,4
2026-03-31,Đà Nẵng,Google Ads,6879,276,1529258,69,28
2026-03-31,Đà Nẵng,Zalo Ads,5024,125,281759,22,5
2026-03-31,Cần Thơ,Facebook Ads,8614,114,385814,16,4
2026-03-31,Cần Thơ,TikTok Ads,7313,132,292177,14,3
2026-03-31,Cần Thơ,Google Ads,4635,190,966768,57,32
2026-03-31,Cần Thơ,Zalo Ads,3425,75,177912,12,7
2026-04-01,TP.HCM,Facebook Ads,45420,627,2685196,98,19
2026-04-01,TP.HCM,TikTok Ads,38197,778,2790903,70,18
2026-04-01,TP.HCM,Google Ads,24643,984,7217870,272,145
2026-04-01,TP.HCM,Zalo Ads,18091,399,1197376,60,19
2026-04-01,Hà Nội,Facebook Ads,35295,501,2049379,67,15
2026-04-01,Hà Nội,TikTok Ads,29860,631,2306562,70,12
2026-04-01,Hà Nội,Google Ads,19157,873,4664573,226,146
2026-04-01,Hà Nội,Zalo Ads,14115,337,862296,63,24
2026-04-01,Đà Nẵng,Facebook Ads,12614,161,625323,28,6
2026-04-01,Đà Nẵng,TikTok Ads,10888,194,489086,17,4
2026-04-01,Đà Nẵng,Google Ads,6845,259,1247828,40,11
2026-04-01,Đà Nẵng,Zalo Ads,4952,85,146111,17,4
2026-04-01,Cần Thơ,Facebook Ads,8568,126,373747,16,4
2026-04-01,Cần Thơ,TikTok Ads,7424,121,348126,10,2
2026-04-01,Cần Thơ,Google Ads,4709,206,1016534,46,22
2026-04-01,Cần Thơ,Zalo Ads,3393,74,177036,6,3
2026-04-02,TP.HCM,Facebook Ads,45052,765,3487506,113,40
2026-04-02,TP.HCM,TikTok Ads,38736,791,3041286,95,17
2026-04-02,TP.HCM,Google Ads,24947,1011,6105799,297,99
2026-04-02,TP.HCM,Zalo Ads,18064,439,1249997,76,21
2026-04-02,Hà Nội,Facebook Ads,35037,446,1820270,64,27
2026-04-02,Hà Nội,TikTok Ads,30113,633,2193442,82,11
2026-04-02,Hà Nội,Google Ads,19315,728,4739440,177,81
2026-04-02,Hà Nội,Zalo Ads,13939,325,788581,46,17
2026-04-02,Đà Nẵng,Facebook Ads,12580,152,465316,26,12
2026-04-02,Đà Nẵng,TikTok Ads,10664,213,617397,24,7
2026-04-02,Đà Nẵng,Google Ads,6908,339,1660959,57,23
2026-04-02,Đà Nẵng,Zalo Ads,5068,120,271286,27,13
2026-04-02,Cần Thơ,Facebook Ads,8595,134,423822,21,6
2026-04-02,Cần Thơ,TikTok Ads,7317,134,335961,15,6
2026-04-02,Cần Thơ,Google Ads,4706,221,1039868,50,26
2026-04-02,Cần Thơ,Zalo Ads,3407,53,117356,13,3
2026-04-03,TP.HCM,Facebook Ads,45141,651,2813890,87,19
2026-04-03,TP.HCM,TikTok Ads,38417,663,2652914,62,18
2026-04-03,TP.HCM,Google Ads,24945,938,5553139,201,87
2026-04-03,TP.HCM,Zalo Ads,17975,440,1349777,62,22
2026-04-03,Hà Nội,Facebook Ads,35316,523,2595056,87,22
2026-04-03,Hà Nội,TikTok Ads,30199,510,1808707,57,12
2026-04-03,Hà Nội,Google Ads,19568,998,5664997,253,166
2026-04-03,Hà Nội,Zalo Ads,14142,368,982061,80,31
2026-04-03,Đà Nẵng,Facebook Ads,12633,176,610731,24,6
2026-04-03,Đà Nẵng,TikTok Ads,10980,214,572246,21,3
2026-04-03,Đà Nẵng,Google Ads,6906,295,1410197,78,41
2026-04-03,Đà Nẵng,Zalo Ads,5044,109,293861,9,3
2026-04-03,Cần Thơ,Facebook Ads,8503,107,356132,19,5
2026-04-03,Cần Thơ,TikTok Ads,7390,164,423546,18,2
2026-04-03,Cần Thơ,Google Ads,4837,203,872789,62,27
2026-04-03,Cần Thơ,Zalo Ads,3390,59,97592,8,3
2026-04-04,TP.HCM,Facebook Ads,40872,522,2248963,98,31
2026-04-04,TP.HCM,TikTok Ads,34655,622,2294254,85,21
2026-04-04,TP.HCM,Google Ads,22676,963,6316230,227,125
2026-04-04,TP.HCM,Zalo Ads,16559,403,1327124,81,21
2026-04-04,Hà Nội,Facebook Ads,31865,324,1333101,37,15
2026-04-04,Hà Nội,TikTok Ads,27305,474,1429104,42,12
2026-04-04,Hà Nội,Google Ads,17502,847,4971736,197,103
2026-04-04,Hà Nội,Zalo Ads,12731,299,921804,42,14
2026-04-04,Đà Nẵng,Facebook Ads,11540,171,525495,24,4
2026-04-04,Đà Nẵng,TikTok Ads,9634,185,481387,18,2
2026-04-04,Đà Nẵng,Google Ads,6291,233,992658,65,17
2026-04-04,Đà Nẵng,Zalo Ads,4606,101,226713,11,3
2026-04-04,Cần Thơ,Facebook Ads,7789,95,302757,12,5
2026-04-04,Cần Thơ,TikTok Ads,6729,142,364043,13,5
2026-04-04,Cần Thơ,Google Ads,4276,168,853857,29,14
2026-04-04,Cần Thơ,Zalo Ads,3089,69,160854,11,6
2026-04-05,TP.HCM,Facebook Ads,41213,602,2609794,99,24
2026-04-05,TP.HCM,TikTok Ads,34846,539,1939138,77,17
2026-04-05,TP.HCM,Google Ads,22484,886,5743968,157,80
2026-04-05,TP.HCM,Zalo Ads,16442,414,1448326,36,10
2026-04-05,Hà Nội,Facebook Ads,31642,422,2019605,54,13
2026-04-05,Hà Nội,TikTok Ads,27157,485,1808929,48,16
2026-04-05,Hà Nội,Google Ads,17391,669,3981450,151,82
2026-04-05,Hà Nội,Zalo Ads,12713,258,818367,62,24
2026-04-05,Đà Nẵng,Facebook Ads,11534,173,615843,22,7
2026-04-05,Đà Nẵng,TikTok Ads,9988,174,527657,24,12
2026-04-05,Đà Nẵng,Google Ads,6292,299,1465854,79,33
2026-04-05,Đà Nẵng,Zalo Ads,4709,84,212001,14,9
2026-04-05,Cần Thơ,Facebook Ads,7816,111,359534,18,8
2026-04-05,Cần Thơ,TikTok Ads,6747,142,344284,17,3
2026-04-05,Cần Thơ,Google Ads,4395,179,880564,33,19
2026-04-05,Cần Thơ,Zalo Ads,3167,101,220622,14,6
2026-04-06,TP.HCM,Facebook Ads,45574,595,2644928,86,34
2026-04-06,TP.HCM,TikTok Ads,38871,890,3542254,51,6
2026-04-06,TP.HCM,Google Ads,25091,1091,5529008,317,123
2026-04-06,TP.HCM,Zalo Ads,18330,408,1409973,67,35
2026-04-06,Hà Nội,Facebook Ads,36002,446,1668705,81,23
2026-04-06,Hà Nội,TikTok Ads,30245,559,1934651,77,17
2026-04-06,Hà Nội,Google Ads,19333,890,4931516,211,104
2026-04-06,Hà Nội,Zalo Ads,14098,337,891896,58,23
2026-04-06,Đà Nẵng,Facebook Ads,12825,155,468645,24,6
2026-04-06,Đà Nẵng,TikTok Ads,10804,182,533722,14,6
2026-04-06,Đà Nẵng,Google Ads,7061,261,1078885,64,30
2026-04-06,Đà Nẵng,Zalo Ads,5082,137,314732,21,9
2026-04-06,Cần Thơ,Facebook Ads,8569,136,499551,15,5
2026-04-06,Cần Thơ,TikTok Ads,7343,173,534523,14,5
2026-04-06,Cần Thơ,Google Ads,4710,168,715961,35,15
2026-04-06,Cần Thơ,Zalo Ads,3482,83,191555,15,4
2026-04-07,TP.HCM,Facebook Ads,45783,485,2093552,51,13
2026-04-07,TP.HCM,TikTok Ads,38978,700,2598224,101,30
2026-04-07,TP.HCM,Google Ads,25033,1008,5943733,235,91
2026-04-07,TP.HCM,Zalo Ads,18208,363,1140196,66,34
2026-04-07,Hà Nội,Facebook Ads,35559,611,2558957,114,26
2026-04-07,Hà Nội,TikTok Ads,30398,478,1789723,53,10
2026-04-07,Hà Nội,Google Ads,19709,633,3528090,144,79
2026-04-07,Hà Nội,Zalo Ads,14143,347,1076634,67,33
2026-04-07,Đà Nẵng,Facebook Ads,12892,164,578403,23,7
2026-04-07,Đà Nẵng,TikTok Ads,10715,210,582042,23,3
2026-04-07,Đà Nẵng,Google Ads,7047,247,1196214,67,35
2026-04-07,Đà Nẵng,Zalo Ads,5067,124,296646,20,10
2026-04-07,Cần Thơ,Facebook Ads,8718,114,374013,13,2
2026-04-07,Cần Thơ,TikTok Ads,7164,172,463107,16,5
2026-04-07,Cần Thơ,Google Ads,4784,209,1061331,55,22
2026-04-07,Cần Thơ,Zalo Ads,3544,64,152712,10,6
2026-04-08,TP.HCM,Facebook Ads,45500,703,3007972,91,28
2026-04-08,TP.HCM,TikTok Ads,39275,708,2627985,87,21
2026-04-08,TP.HCM,Google Ads,25292,1119,7397327,285,166
2026-04-08,TP.HCM,Zalo Ads,18240,277,752613,36,8
2026-04-08,Hà Nội,Facebook Ads,35515,567,2442658,79,25
2026-04-08,Hà Nội,TikTok Ads,30353,566,1844996,51,12
2026-04-08,Hà Nội,Google Ads,20031,640,4383906,142,60
2026-04-08,Hà Nội,Zalo Ads,14322,334,960191,52,11
2026-04-08,Đà Nẵng,Facebook Ads,12731,119,376009,21,3
2026-04-08,Đà Nẵng,TikTok Ads,10930,208,462730,23,7
2026-04-08,Đà Nẵng,Google Ads,7097,272,1326391,81,52
2026-04-08,Đà Nẵng,Zalo Ads,5072,124,304507,10,1
2026-04-08,Cần Thơ,Facebook Ads,8680,126,414668,14,8
2026-04-08,Cần Thơ,TikTok Ads,7429,134,363076,16,3
2026-04-08,Cần Thơ,Google Ads,4836,203,947638,46,15
2026-04-08,Cần Thơ,Zalo Ads,3572,76,166527,14,1
2026-04-09,TP.HCM,Facebook Ads,45946,415,1717143,52,12
2026-04-09,TP.HCM,TikTok Ads,39050,600,2067969,59,18
2026-04-09,TP.HCM,Google Ads,25432,985,6025927,265,145
2026-04-09,TP.HCM,Zalo Ads,18619,356,1080072,70,22
2026-04-09,Hà Nội,Facebook Ads,35941,501,2006602,71,20
2026-04-09,Hà Nội,TikTok Ads,30620,501,1871218,53,20
2026-04-09,Hà Nội,Google Ads,19809,821,5410834,181,83
2026-04-09,Hà Nội,Zalo Ads,14555,224,628034,26,10
2026-04-09,Đà Nẵng,Facebook Ads,12845,171,489275,20,3
2026-04-09,Đà Nẵng,TikTok Ads,10978,218,671991,19,3
2026-04-09,Đà Nẵng,Google Ads,7129,322,1556540,83,34
2026-04-09,Đà Nẵng,Zalo Ads,5004,163,374778,18,6
2026-04-09,Cần Thơ,Facebook Ads,8700,120,404785,17,5
2026-04-09,Cần Thơ,TikTok Ads,7521,149,420206,21,3
2026-04-09,Cần Thơ,Google Ads,4917,209,1046749,30,17
2026-04-09,Cần Thơ,Zalo Ads,3454,65,143384,14,3
2026-04-10,TP.HCM,Facebook Ads,45781,692,3439809,87,21
2026-04-10,TP.HCM,TikTok Ads,39441,569,2014943,64,14
2026-04-10,TP.HCM,Google Ads,25218,868,5913506,182,76
2026-04-10,TP.HCM,Zalo Ads,18533,418,1223471,80,25
2026-04-10,Hà Nội,Facebook Ads,35808,492,1857306,56,11
2026-04-10,Hà Nội,TikTok Ads,30459,355,1243611,41,10
2026-04-10,Hà Nội,Google Ads,19701,890,5266138,227,125
2026-04-10,Hà Nội,Zalo Ads,14480,285,1006159,35,13
2026-04-10,Đà Nẵng,Facebook Ads,12584,157,464422,27,13
2026-04-10,Đà Nẵng,TikTok Ads,10908,169,527773,14,4
2026-04-10,Đà Nẵng,Google Ads,7113,202,980972,50,19
2026-04-10,Đà Nẵng,Zalo Ads,5192,132,344745,25,12
2026-04-10,Cần Thơ,Facebook Ads,8650,71,224635,17,5
2026-04-10,Cần Thơ,TikTok Ads,7424,137,410463,6,1
2026-04-10,Cần Thơ,Google Ads,4832,226,1162250,55,21
2026-04-10,Cần Thơ,Zalo Ads,3539,53,114010,13,5
2026-04-11,TP.HCM,Facebook Ads,41898,554,2414570,112,32
2026-04-11,TP.HCM,TikTok Ads,35375,843,3177058,84,24
2026-04-11,TP.HCM,Google Ads,22862,862,6003695,162,81
2026-04-11,TP.HCM,Zalo Ads,16584,284,774694,54,23
2026-04-11,Hà Nội,Facebook Ads,32480,401,1549856,71,29
2026-04-11,Hà Nội,TikTok Ads,27691,526,2006673,55,16
2026-04-11,Hà Nội,Google Ads,17886,781,3976113,189,101
2026-04-11,Hà Nội,Zalo Ads,13111,297,744860,47,21
2026-04-11,Đà Nẵng,Facebook Ads,11716,152,463069,23,7
2026-04-11,Đà Nẵng,TikTok Ads,9789,154,427304,15,8
2026-04-11,Đà Nẵng,Google Ads,6405,344,1638794,57,30
2026-04-11,Đà Nẵng,Zalo Ads,4799,123,308186,29,12
2026-04-11,Cần Thơ,Facebook Ads,7750,88,216385,8,4
2026-04-11,Cần Thơ,TikTok Ads,6744,107,353209,17,3
2026-04-11,Cần Thơ,Google Ads,4329,183,1013406,42,18
2026-04-11,Cần Thơ,Zalo Ads,3153,73,172652,14,3
2026-04-12,TP.HCM,Facebook Ads,41556,661,2884094,110,36
2026-04-12,TP.HCM,TikTok Ads,35364,728,2693153,85,29
2026-04-12,TP.HCM,Google Ads,22977,836,5438630,182,80
2026-04-12,TP.HCM,Zalo Ads,16727,358,1102136,59,13
2026-04-12,Hà Nội,Facebook Ads,32577,359,1516803,47,19
2026-04-12,Hà Nội,TikTok Ads,27609,455,1708210,47,17
2026-04-12,Hà Nội,Google Ads,17951,621,3693466,135,67
2026-04-12,Hà Nội,Zalo Ads,12967,324,941136,64,24
2026-04-12,Đà Nẵng,Facebook Ads,11737,142,444467,18,9
2026-04-12,Đà Nẵng,TikTok Ads,9974,192,587785,13,5
2026-04-12,Đà Nẵng,Google Ads,6366,280,1261189,52,27
2026-04-12,Đà Nẵng,Zalo Ads,4784,173,358118,27,3
2026-04-12,Cần Thơ,Facebook Ads,7883,103,331154,13,4
2026-04-12,Cần Thơ,TikTok Ads,6691,111,317323,9,0
2026-04-12,Cần Thơ,Google Ads,4366,178,947076,47,18
2026-04-12,Cần Thơ,Zalo Ads,3119,57,143871,10,3
2026-04-13,TP.HCM,Facebook Ads,46676,636,2901973,94,27
2026-04-13,TP.HCM,TikTok Ads,39198,753,3076500,61,9
2026-04-13,TP.HCM,Google Ads,25507,950,6324506,189,89
2026-04-13,TP.HCM,Zalo Ads,18379,413,1385894,61,18
2026-04-13,Hà Nội,Facebook Ads,36245,545,2286614,78,27
2026-04-13,Hà Nội,TikTok Ads,30886,592,1888466,81,20
2026-04-13,Hà Nội,Google Ads,20084,730,4359167,208,86
2026-04-13,Hà Nội,Zalo Ads,14540,307,892831,58,17
2026-04-13,Đà Nẵng,Facebook Ads,13147,156,488780,13,8
2026-04-13,Đà Nẵng,TikTok Ads,10952,238,697242,32,8
2026-04-13,Đà Nẵng,Google Ads,7125,304,1485562,74,45
2026-04-13,Đà Nẵng,Zalo Ads,5191,98,237613,19,10
2026-04-13,Cần Thơ,Facebook Ads,8639,92,310275,14,2
2026-04-13,Cần Thơ,TikTok Ads,7644,127,331144,18,5
2026-04-13,Cần Thơ,Google Ads,4939,186,895558,65,30
2026-04-13,Cần Thơ,Zalo Ads,3506,74,173925,13,5
2026-04-14,TP.HCM,Facebook Ads,45963,644,3252417,115,40
2026-04-14,TP.HCM,TikTok Ads,39565,709,2455986,69,22
2026-04-14,TP.HCM,Google Ads,25505,1222,9010358,275,138
2026-04-14,TP.HCM,Zalo Ads,18930,383,1131771,72,30
2026-04-14,Hà Nội,Facebook Ads,36229,577,2470050,100,31
2026-04-14,Hà Nội,TikTok Ads,30463,523,1996149,56,17
2026-04-14,Hà Nội,Google Ads,19704,805,4679918,135,73
2026-04-14,Hà Nội,Zalo Ads,14711,378,1084725,58,20
2026-04-14,Đà Nẵng,Facebook Ads,13044,187,634493,20,9
2026-04-14,Đà Nẵng,TikTok Ads,11023,239,811288,25,12
2026-04-14,Đà Nẵng,Google Ads,7318,313,1389153,66,23
2026-04-14,Đà Nẵng,Zalo Ads,5118,113,226034,23,4
2026-04-14,Cần Thơ,Facebook Ads,8926,134,484850,12,3
2026-04-14,Cần Thơ,TikTok Ads,7414,146,387988,17,5
2026-04-14,Cần Thơ,Google Ads,4773,174,832122,42,16
2026-04-14,Cần Thơ,Zalo Ads,3412,78,140162,12,9
2026-04-15,TP.HCM,Facebook Ads,46560,585,2546992,119,42
2026-04-15,TP.HCM,TikTok Ads,39730,676,2697196,77,16
2026-04-15,TP.HCM,Google Ads,25607,1211,8295296,268,130
2026-04-15,TP.HCM,Zalo Ads,18455,394,1119385,52,26
2026-04-15,Hà Nội,Facebook Ads,36242,597,2315974,57,22
2026-04-15,Hà Nội,TikTok Ads,30957,568,1969867,67,21
2026-04-15,Hà Nội,Google Ads,20032,893,5362712,181,101
2026-04-15,Hà Nội,Zalo Ads,14829,340,959275,62,16
2026-04-15,Đà Nẵng,Facebook Ads,12925,183,722196,34,9
2026-04-15,Đà Nẵng,TikTok Ads,10969,181,589383,17,3
2026-04-15,Đà Nẵng,Google Ads,7285,342,1768673,94,40
2026-04-15,Đà Nẵng,Zalo Ads,5323,106,185196,17,3
2026-04-15,Cần Thơ,Facebook Ads,8946,121,342635,14,3
2026-04-15,Cần Thơ,TikTok Ads,7447,126,380349,16,2
2026-04-15,Cần Thơ,Google Ads,4848,233,1086531,53,19
2026-04-15,Cần Thơ,Zalo Ads,3590,77,192912,14,4
2026-04-16,TP.HCM,Facebook Ads,46610,716,2870799,116,42
2026-04-16,TP.HCM,TikTok Ads,39871,802,2637932,79,25
2026-04-16,TP.HCM,Google Ads,25588,1326,8254355,294,133
2026-04-16,TP.HCM,Zalo Ads,18846,488,1472481,76,15
2026-04-16,Hà Nội,Facebook Ads,36404,510,2081625,89,24
2026-04-16,Hà Nội,TikTok Ads,31228,667,2583586,80,27
2026-04-16,Hà Nội,Google Ads,20219,812,4811896,261,150
2026-04-16,Hà Nội,Zalo Ads,14715,253,709000,34,13
2026-04-16,Đà Nẵng,Facebook Ads,13044,137,528149,11,3
2026-04-16,Đà Nẵng,TikTok Ads,10956,164,370412,23,10
2026-04-16,Đà Nẵng,Google Ads,7194,382,2086585,88,47
2026-04-16,Đà Nẵng,Zalo Ads,5310,111,293507,10,2
2026-04-16,Cần Thơ,Facebook Ads,8816,114,365743,11,4
2026-04-16,Cần Thơ,TikTok Ads,7522,173,502449,18,3
2026-04-16,Cần Thơ,Google Ads,4875,230,937489,39,16
2026-04-16,Cần Thơ,Zalo Ads,3572,62,150713,10,4
2026-04-17,TP.HCM,Facebook Ads,46513,716,2874580,103,30
2026-04-17,TP.HCM,TikTok Ads,39372,857,3449812,79,23
2026-04-17,TP.HCM,Google Ads,26036,777,5405004,222,77
2026-04-17,TP.HCM,Zalo Ads,18662,342,1016686,36,7
2026-04-17,Hà Nội,Facebook Ads,36507,559,2138038,68,22
2026-04-17,Hà Nội,TikTok Ads,30853,672,2193964,68,19
2026-04-17,Hà Nội,Google Ads,20152,684,3870802,144,50
2026-04-17,Hà Nội,Zalo Ads,14724,327,965069,78,30
2026-04-17,Đà Nẵng,Facebook Ads,13078,200,596632,37,16
2026-04-17,Đà Nẵng,TikTok Ads,11055,217,815833,28,3
2026-04-17,Đà Nẵng,Google Ads,7270,292,1555293,69,38
2026-04-17,Đà Nẵng,Zalo Ads,5378,106,189583,23,7
2026-04-17,Cần Thơ,Facebook Ads,8739,108,339942,11,4
2026-04-17,Cần Thơ,TikTok Ads,7431,110,304373,18,3
2026-04-17,Cần Thơ,Google Ads,4925,187,928481,45,15
2026-04-17,Cần Thơ,Zalo Ads,3486,69,165885,10,1
2026-04-18,TP.HCM,Facebook Ads,42328,439,1780992,68,20
2026-04-18,TP.HCM,TikTok Ads,35993,608,2221352,52,14
2026-04-18,TP.HCM,Google Ads,22960,855,5542898,209,102
2026-04-18,TP.HCM,Zalo Ads,16767,399,1287020,78,33
2026-04-18,Hà Nội,Facebook Ads,32820,449,2014330,37,11
2026-04-18,Hà Nội,TikTok Ads,28098,543,1730499,63,28
2026-04-18,Hà Nội,Google Ads,18297,868,5235650,165,69
2026-04-18,Hà Nội,Zalo Ads,13249,234,731960,36,13
2026-04-18,Đà Nẵng,Facebook Ads,11719,137,420646,19,5
2026-04-18,Đà Nẵng,TikTok Ads,10014,208,559420,26,10
2026-04-18,Đà Nẵng,Google Ads,6443,265,1225765,49,24
2026-04-18,Đà Nẵng,Zalo Ads,4742,115,267691,13,5
2026-04-18,Cần Thơ,Facebook Ads,8003,92,292346,7,1
2026-04-18,Cần Thơ,TikTok Ads,6872,124,337188,9,0
2026-04-18,Cần Thơ,Google Ads,4434,188,943281,47,26
2026-04-18,Cần Thơ,Zalo Ads,3233,64,142435,11,4
2026-04-19,TP.HCM,Facebook Ads,42437,570,2629067,62,33
2026-04-19,TP.HCM,TikTok Ads,35970,517,1794472,51,10
2026-04-19,TP.HCM,Google Ads,23068,971,6160871,184,67
2026-04-19,TP.HCM,Zalo Ads,17071,364,1064126,42,16
2026-04-19,Hà Nội,Facebook Ads,32789,327,1499714,29,11
2026-04-19,Hà Nội,TikTok Ads,27871,564,1812350,59,15
2026-04-19,Hà Nội,Google Ads,18173,957,5525262,232,94
2026-04-19,Hà Nội,Zalo Ads,13246,251,637992,36,13
2026-04-19,Đà Nẵng,Facebook Ads,11967,164,549567,32,13
2026-04-19,Đà Nẵng,TikTok Ads,10081,151,389252,13,5
2026-04-19,Đà Nẵng,Google Ads,6499,259,1172769,58,32
2026-04-19,Đà Nẵng,Zalo Ads,4870,96,250788,16,3
2026-04-19,Cần Thơ,Facebook Ads,8273,99,276620,14,2
2026-04-19,Cần Thơ,TikTok Ads,6899,118,300660,10,1
2026-04-19,Cần Thơ,Google Ads,4388,156,675925,37,11
2026-04-19,Cần Thơ,Zalo Ads,3125,74,151917,8,3
2026-04-20,TP.HCM,Facebook Ads,47605,616,2637086,92,29
